1인 가구 삶의 질 영향요인에 관한 연구 : 경기도 1인 가구 세대별 특성을 중심으로
4차 산업혁명과 균형발전 : R&D 투자의 농업부문 스필오버 효과를 중심으로
OECD 회원국의 공공사회복지지출이 생애주기별 자살률에 미치는 영향 : 공공사회복지지출 세부 정책별 영향에 대한 분석 
SWOT/AHP와 SWOT/ANP 분석을 통한 국내 외식프랜차이즈의 발전전략에 관한 연구
가계부채가 소득계층이동에 미치는 영향에 관한 연구
가구 형태별 주거이동 특성 및 주거이동구역 설정
고령화 시대 노인 문제 유형과 노인 목회를 통한 교회 성장 방안
고용서비스 민간위탁의 집행영향요인 분석 : 청년 취업성공패키지 사례를 중심으로
공공봉사동기(PSM)에 영향을 미치는 요인에 관한 연구 : - 중앙경찰학교 신임순경 교육생을 중심으로 
공공부문과 민간부문의 공공봉사동기 차이와 발생원인 
"국가 청년고용정책과 대학의 취업지원 프로그램에 대한 대졸자의 인지도, 참여도 및 도움정도 분석 "
노인 여가력이 여가생활만족도에 미치는 영향 : 노인근로 유무의 조절효과를 중심으로
노인범죄 실태와 복지적 대책 
단기복무 군 장병 직업능력개발에 관한 실증적 연구
디지털 창의 노동자는 어떻게 불안정성에 대응하는가? : 한국의 게임 개발자들을 중심으로
미취업 청년의 노동권 보장에 관한 연구
미혼 성인자녀 부양부담감이 기혼 여성의 우울감에 미치는 영향 : 부부갈등의 매개효과와 기혼 여성의 취업여부의 조절효과
민간군사기업 육성정책에 관한 연구 : 제대군인 인식과 설립방안을 중심으로 
民主共和國原理의 社會·經濟的 意義와 實現에 관한 硏究
부담 가능한 주택 공급 촉진을 위한 적정 주차 기준 연구 
부산지역 대졸청년층의 취업 및 노동시장 성과 분석
사회적기업의 성과에 영향을 미치는 요인에 대한 탐색적 연구 : IT업종 조절효과를 중심으로 
상업정보계열 특성화고 여성졸업자의 직장적응 과정에 관한 질적 연구 : - 학교의 직업교육 방향 모색을 중심으로 
서울시 빈곤공간의 변화와 대안적 빈곤공간 비교 연구
"소상공인의 기업가정신과 경영자역량, 학습지향성이 경영성과에 미치는 영향에 관한 연구 : 학습지향성의 매개효과를 중심으로"
수요자 중심 관점의 공공 직업상담서비스 요구도 및 전달체계 분석
온라인 창업교육 플랫폼 활용이 대학생의 창업의지에 미치는 영향에 관한 연구 : 자기결정성 정도의 조절효과를 중심으로 
외식기업 경영자의 거래적 리더십과 홀서비스권한위임이 서비스품질과 경영성과에 미치는 영향에 관한 연구 : 컨설팅참여도와 서비스관리자 고용지원을 중심으로 
우리나라 가계의 평균소비성향 하락요인 분석 및 요인 분해 
"유연근로시간 제도에 관한 국가 간 비교 : 자본주의 다양성 모델에 따른 한, 영, 독의 유연근로시간 제도 비교 "
이도향촌 청년의 지역선택과 정책방안에 관한 연구 : 연령계층별 영향요인의 구조적 관계를 중심으로 
인턴경험 청년의 자기효능감이 참여 동기 및 정서조절에 따른 조직문화 적응력 분석
"일자리 특성이 임금근로자의 우울 및 직무만족에 미치는 영향 : 성별, 사업체 규모의 차이를 중심으로"
일학습병행제가 조직유효성에 미치는 영향에 관한 연구 
장애인 가구 빈곤 진입 분석 - 가족생활주기를 중심으로
전문대학과 4년제 대학 졸업자의 취업성과에 영향을 미치는 요인 분석 연구
정부정책이 지역고용성과에 미치는 영향 연구 : 장소중심과 사람중심 접근의 세 가지 정책 사례 분석
중소기업 기술개발 지원 사업 수혜기업의 인지된 경영성과에 영향을 미치는 요인에 관한 연구 
지능정보사회에서 감사제도에 관한 연구
지속가능한 노후소득보장체제 구현방안에 관한 연구
지역주택가격이 결혼연령 및 출산시점에 미치는 영향
직업능력개발훈련법제에 관한 연구
창업지원정책의 변화와 영향요인 분석 : IAD 분석틀의 관점에서 
창업초기기업 기술사업화역량이 경영성과에 미치는 영향에 관한 실증연구 : 창업자 기술능력 및 마케팅능력을 조절효과로
청년고용정책 사업이 노동시장 성과에 미치는 영향
청년의 다중 불리 안정 노동 이행 : 첫 일자리의 딜레마와 사회복지 대응
"청년창업가 특성과 기회발견, 기회활용이 기업성과에 미치는 영향연구 : 정부지원, 기업 네트워크 중심으로"
청년층의 취업준비행동과 친사회적 성향이 취업성과에 미치는 영향
초고령 사회에 대응한 공공임대주택 정책 연구 : 무주택 베이비붐 세대를 중심으로 
초기 성인의 자살에 영향을 미치는 심리사회적 요인들에 관한 연구 : 자살 경로 분석
초등스포츠강사제도 실태 및 학교체육진흥법 개정 방안 
퇴사경험이 있는 대졸청년의 재취업 실패과정에 대한 교육학적 탐색
학교기업 외식창업교육 품질이 학생만족도와 창업의지에 미치는 영향
학교에서 노동시장으로의 이행 과정 변화  1960-1980년대 청년 코호트의 노동 궤적 비교
한국산업인력공단이 수행하는 근로자직업능력개발훈련 지원금의 법적 문제에 관한 연구
한국의 외국인 유학생을 위한 융합선교 전략 
한국현대소설에 나타난 가난서사 연구 1990~2000년대의 소설을 중심으로


